domain,title,abstract,verified methods list,inital masked extraction,final masked extraction,leakage detected
Social Sciences,Unmasking bias in artificial intelligence: a systematic review of bias detection and mitigation strategies in electronic health record-based models,"Abstract Objectives Leveraging artificial intelligence (AI) in conjunction with electronic health records (EHRs) holds transformative potential to improve healthcare. However, addressing bias in AI, which risks worsening healthcare disparities, cannot be overlooked. This study reviews methods to handle various biases in AI models developed using EHR data. Materials and Methods We conducted a systematic review following the Preferred Reporting Items for Systematic Reviews and Meta-analyses guidelines, analyzing articles from PubMed, Web of Science, and IEEE published between January 01, 2010 and December 17, 2023. The review identified key biases, outlined strategies for detecting and mitigating bias throughout the AI model development, and analyzed metrics for bias assessment. Results Of the 450 articles retrieved, 20 met our criteria, revealing 6 major bias types: algorithmic, confounding, implicit, measurement, selection, and temporal. The AI models were primarily developed for predictive tasks, yet none have been deployed in real-world healthcare settings. Five studies concentrated on the detection of implicit and algorithmic biases employing fairness metrics like statistical parity, equal opportunity, and predictive equity. Fifteen studies proposed strategies for mitigating biases, especially targeting implicit and selection biases. These strategies, evaluated through both performance and fairness metrics, predominantly involved data collection and preprocessing techniques like resampling and reweighting. Discussion This review highlights evolving strategies to mitigate bias in EHR-based AI models, emphasizing the urgent need for both standardized and detailed reporting of the methodologies and systematic real-world testing and evaluation. Such measures are essential for gauging models’ practical impact and fostering ethical AI that ensures fairness and equity in healthcare.","['resampling', 'reweighting']","The research idea centers on the critical issue of bias in healthcare applications, which poses a risk of exacerbating existing disparities in healthcare delivery. The study recognizes the transformative potential of integrating advanced approaches with electronic health records to improve healthcare outcomes but emphasizes that addressing bias is essential to ensure fairness and equity. The primary objective of the study is to review and synthesize existing methods for identifying and mitigating various types of bias in healthcare-related developments using electronic health records. It aims to highlight strategies for bias detection and reduction, assess the effectiveness of these approaches, and underscore the need for standardized reporting and real-world evaluation to promote ethical and equitable healthcare practices.","The research idea centers on the critical issue of bias in healthcare applications, which poses a risk of exacerbating existing disparities in healthcare delivery. The study recognizes the transformative potential of integrating new methodologies with electronic health records to improve healthcare outcomes but emphasizes that addressing bias is essential to ensure fairness and equity. The primary objective of the study is to review and synthesize existing methods for identifying and mitigating various types of bias in healthcare-related developments using electronic health records. It aims to highlight strategies for bias detection and reduction, assess the effectiveness of these approaches, and underscore the need for standardized reporting and real-world evaluation to promote ethical and equitable healthcare practices.",True
Social Sciences,Artificial intelligence for literature reviews: opportunities and challenges,"Abstract This paper presents a comprehensive review of the use of Artificial Intelligence (AI) in Systematic Literature Reviews (SLRs). A SLR is a rigorous and organised methodology that assesses and integrates prior research on a given topic. Numerous tools have been developed to assist and partially automate the SLR process. The increasing role of AI in this field shows great potential in providing more effective support for researchers, moving towards the semi-automatic creation of literature reviews. Our study focuses on how AI techniques are applied in the semi-automation of SLRs, specifically in the screening and extraction phases. We examine 21 leading SLR tools using a framework that combines 23 traditional features with 11 AI features. We also analyse 11 recent tools that leverage large language models for searching the literature and assisting academic writing. Finally, the paper discusses current trends in the field, outlines key research challenges, and suggests directions for future research. We highlight three primary research challenges: integrating advanced AI solutions, such as large language models and knowledge graphs, improving usability, and developing a standardised evaluation framework. We also propose best practices to ensure more robust evaluations in terms of performance, usability, and transparency. Overall, this review offers a detailed overview of AI-enhanced SLR tools for researchers and practitioners, providing a foundation for the development of next-generation AI solutions in this field.",['knowledge graphs'],"The research idea centers on the growing importance and potential of enhancing the process of systematic literature reviews (SLRs), which are rigorous and organized methodologies for assessing and integrating prior research on a given topic. The study addresses the need for more effective support in conducting SLRs, particularly in the phases of screening and extraction, to improve the efficiency and quality of literature reviews. The research objective is to comprehensively review the current tools used to assist in the semi-automation of systematic literature reviews, focusing on their features and capabilities. Additionally, the study aims to identify key challenges in the field, such as improving usability and establishing standardized evaluation frameworks, while proposing best practices to enhance the robustness and transparency of future developments in this area.","The research idea centers on the growing importance and potential of enhancing the process of systematic literature reviews (SLRs), which are rigorous and organized methodologies for assessing and integrating prior research on a given topic. The study addresses the need for more effective support in conducting SLRs, particularly in the phases of screening and extraction, to improve the efficiency and quality of literature reviews. The research objective is to comprehensively review the current tools used to assist in streamlining systematic literature reviews, focusing on their features and capabilities. Additionally, the study aims to identify key challenges in the field, such as improving usability and establishing standardized evaluation frameworks, while proposing best practices to enhance the robustness and transparency of future developments in this area.",True
Social Sciences,Larger and more instructable language models become less reliable,"Abstract The prevailing methods to make large language models more powerful and amenable have been based on continuous scaling up (that is, increasing their size, data volume and computational resources 1 ) and bespoke shaping up (including post-filtering 2,3 , fine tuning or use of human feedback 4,5 ). However, larger and more instructable large language models may have become less reliable. By studying the relationship between difficulty concordance, task avoidance and prompting stability of several language model families, here we show that easy instances for human participants are also easy for the models, but scaled-up, shaped-up models do not secure areas of low difficulty in which either the model does not err or human supervision can spot the errors. We also find that early models often avoid user questions but scaled-up, shaped-up models tend to give an apparently sensible yet wrong answer much more often, including errors on difficult questions that human supervisors frequently overlook. Moreover, we observe that stability to different natural phrasings of the same question is improved by scaling-up and shaping-up interventions, but pockets of variability persist across difficulty levels. These findings highlight the need for a fundamental shift in the design and development of general-purpose artificial intelligence, particularly in high-stakes areas for which a predictable distribution of errors is paramount.","['post-filtering', 'fine tuning', 'use of human feedback']","The research idea centers on the challenges associated with improving the reliability and accuracy of large language models, particularly as they become larger and more complex. The study addresses concerns that despite advancements, these models may still produce errors that are difficult for human supervisors to detect, especially on tasks of varying difficulty. It highlights the importance of understanding how task difficulty and response stability affect the performance and trustworthiness of these models in critical applications. The primary objective of the study is to investigate the relationship between task difficulty, error occurrence, and response consistency in different language model families, with the aim of identifying limitations in current approaches and emphasizing the need for a fundamental change in the development of general-purpose tools used in high-stakes contexts where predictable error patterns are crucial.","The research idea centers on the challenges associated with improving the reliability and accuracy of text processing systems, particularly as they become larger and more complex. The study addresses concerns that despite advancements, these systems may still produce errors that are difficult for human supervisors to detect, especially on tasks of varying difficulty. It highlights the importance of understanding how task difficulty and response stability affect the performance and trustworthiness of these systems in critical applications. The primary objective of the study is to investigate the relationship between task difficulty, error occurrence, and response consistency in different text processing methodologies, with the aim of identifying limitations in current approaches and emphasizing the need for a fundamental change in the development of general-purpose tools used in high-stakes contexts where predictable error patterns are crucial.",True
Social Sciences,Integrating artificial intelligence to assess emotions in learning environments: a systematic literature review,"Introduction Artificial Intelligence (AI) is transforming multiple sectors within our society, including education. In this context, emotions play a fundamental role in the teaching-learning process given that they influence academic performance, motivation, information retention, and student well-being. Thus, the integration of AI in emotional assessment within educational environments offers several advantages that can transform how we understand and address the socio-emotional development of students. However, there remains a lack of comprehensive approach that systematizes advancements, challenges, and opportunities in this field. Aim This systematic literature review aims to explore how artificial intelligence (AI) is used to evaluate emotions within educational settings. We provide a comprehensive overview of the current state of research, focusing on advancements, challenges, and opportunities in the domain of AI-driven emotional assessment within educational settings. Method The review involved a search across the following academic databases: Pubmed, Web of Science, PsycINFO and Scopus. Forty-one articles were selected that meet the established inclusion criteria. These articles were analyzed to extract key insights related to the integration of AI and emotional assessment within educational environments. Results The findings reveal a variety of AI-driven approaches that were developed to capture and analyze students’ emotional states during learning activities. The findings are summarized in four fundamental topics: (1) emotion recognition in education, (2) technology integration and learning outcomes, (3) special education and assistive technology, (4) affective computing. Among the key AI techniques employed are machine learning and facial recognition, which are used to assess emotions. These approaches demonstrate promising potential in enhancing pedagogical strategies and creating adaptive learning environments that cater to individual emotional needs. The review identified emerging factors that, while important, require further investigation to understand their relationships and implications fully. These elements could significantly enhance the use of AI in assessing emotions within educational settings. Specifically, we are referring to: (1) federated learning, (2) convolutional neural network (CNN), (3) recurrent neural network (RNN), (4) facial expression databases, and (5) ethics in the development of intelligent systems. Conclusion This systematic literature review showcases the significance of AI in revolutionizing educational practices through emotion assessment. While advancements are evident, challenges related to accuracy, privacy, and cross-cultural validity were also identified. The synthesis of existing research highlights the need for further research into refining AI models for emotion recognition and emphasizes the importance of ethical considerations in implementing AI technologies within educational contexts.","['machine learning', 'federated learning', 'convolutional neural network (CNN)', 'recurrent neural network (RNN)']","The study addresses the growing importance of emotions in the teaching-learning process, recognizing their influence on academic performance, motivation, information retention, and student well-being. It highlights the transformative potential of integrating emotional assessment within educational environments to better understand and support the socio-emotional development of students. However, there is a lack of a comprehensive approach that systematizes the advancements, challenges, and opportunities in this area. The primary aim of the study is to explore how emotions are evaluated within educational settings, providing a comprehensive overview of the current state of research with a focus on advancements, challenges, and opportunities related to emotional assessment in education. The study seeks to synthesize existing knowledge to inform future research and practice in enhancing pedagogical strategies that address students’ emotional needs.","The study addresses the growing importance of emotions in the teaching-learning process, recognizing their influence on academic performance, motivation, information retention, and student well-being. It highlights the transformative potential of integrating emotional assessment within educational environments to better understand and support the socio-emotional development of students. However, there is a lack of a comprehensive approach that systematizes the advancements, challenges, and opportunities in this area. The primary aim of the study is to explore how emotions are evaluated within educational settings, providing a comprehensive overview of the current state of research with a focus on advancements, challenges, and opportunities related to emotional assessment in education. The study seeks to synthesize existing knowledge to inform future research and practice in enhancing pedagogical strategies that address students' emotional needs.",True
Social Sciences,Artificial intelligence-driven virtual rehabilitation for people living in the community: A scoping review,"Abstract Virtual Rehabilitation (VRehab) is a promising approach to improving the physical and mental functioning of patients living in the community. The use of VRehab technology results in the generation of multi-modal datasets collected through various devices. This presents opportunities for the development of Artificial Intelligence (AI) techniques in VRehab, namely the measurement, detection, and prediction of various patients’ health outcomes. The objective of this scoping review was to explore the applications and effectiveness of incorporating AI into home-based VRehab programs. PubMed/MEDLINE, Embase, IEEE Xplore, Web of Science databases, and Google Scholar were searched from inception until June 2023 for studies that applied AI for the delivery of VRehab programs to the homes of adult patients. After screening 2172 unique titles and abstracts and 51 full-text studies, 13 studies were included in the review. A variety of AI algorithms were applied to analyze data collected from various sensors and make inferences about patients’ health outcomes, most involving evaluating patients’ exercise quality and providing feedback to patients. The AI algorithms used in the studies were mostly fuzzy rule-based methods, template matching, and deep neural networks. Despite the growing body of literature on the use of AI in VRehab, very few studies have examined its use in patients’ homes. Current research suggests that integrating AI with home-based VRehab can lead to improved rehabilitation outcomes for patients. However, further research is required to fully assess the effectiveness of various forms of AI-driven home-based VRehab, taking into account its unique challenges and using standardized metrics.","['fuzzy rule-based methods', 'deep neural networks']","The research idea centers on the potential of virtual rehabilitation (VRehab) to enhance the physical and mental functioning of patients living in the community, particularly through home-based programs. Despite the increasing interest in VRehab, there is limited understanding of its application and effectiveness when delivered in patients’ homes. The study aims to explore how incorporating advanced techniques into home-based VRehab programs can improve rehabilitation outcomes for adult patients. The primary objective of the study was to examine the applications and effectiveness of integrating such approaches into home-based virtual rehabilitation programs by reviewing existing research on their use with adult patients, with a focus on evaluating patient exercise quality and feedback mechanisms.","The research idea centers on the potential of virtual rehabilitation (VRehab) to enhance the physical and mental functioning of patients living in the community, particularly through home-based programs. Despite the increasing interest in VRehab, there is limited understanding of its application and effectiveness when delivered in patients' homes. The study aims to explore how incorporating innovative methods into home-based VRehab programs can improve rehabilitation outcomes for adult patients. The primary objective of the study was to examine the applications and effectiveness of integrating such approaches into home-based virtual rehabilitation programs by reviewing existing research on their use with adult patients, with a focus on evaluating patient exercise quality and feedback mechanisms.",True
Social Sciences,Adaptive Segmentation Enhanced Asynchronous Federated Learning for Sustainable Intelligent Transportation Systems,"The proliferation of advanced embedded and communication technologies has facilitated the possibility of modern Intelligent Transportation System (ITS). The hierarchical nature of such large-scale and distributed systems brings obvious challenges in creating a scalable and sustainable computing environment, and hence the development and application of edge intelligence become critical. Federated learning (FL), as an emerging distributed machine learning paradigm, aims to offer secure knowledge sharing and effective learning across multiple devices. However, conventional FL may fall into trouble when facing large-scale and network-agnostic systems with fast moving devices and changing network attributes. In this study, we propose an Adaptive Segmentation enhanced Asynchronous Federated Learning (AS-AFL) model, aiming to improve the learning efficiency and reliability in sustainable ITS via a decentralized fashion. Specifically, a meta-learning based adaptive segmentation scheme is designed to automatically separate the client nodes (e.g., vehicles) into multiple edge groups according to their homogeneous attributes. An integrated aggregation mechanism is then developed to realize the horizontal FL among a group of similar client nodes via the so-called intra-group synchronous aggregation, while allowing the vertical FL across different groups via the so-called inter-group asynchronous aggregation. Experiment and evaluation results based on an open-source dataset demonstrate the outstanding learning and communication performance of our proposed model, compared with several conventional FL schemes in a distributed ITS application scenario.","['Federated learning (FL)', 'meta-learning based adaptive segmentation']","The research idea addresses the challenges posed by the hierarchical and large-scale nature of modern Intelligent Transportation Systems (ITS), which complicate the creation of scalable and sustainable environments for effective operation. The study recognizes the difficulties in managing secure knowledge sharing and learning across multiple devices within such distributed systems, especially when dealing with fast-moving entities and changing network conditions. The primary objective of the study is to improve the efficiency and reliability of learning processes in sustainable ITS by developing a decentralized approach that organizes client nodes into groups based on shared characteristics. This approach aims to enhance collaboration within and across these groups to better support the dynamic and distributed nature of ITS environments.","The research idea addresses the challenges posed by the hierarchical and large-scale nature of modern Intelligent Transportation Systems (ITS), which complicate the creation of scalable and sustainable environments for effective operation. The study recognizes the difficulties in managing secure knowledge sharing across multiple devices within such distributed systems, especially when dealing with fast-moving entities and changing network conditions. The primary objective of the study is to improve the efficiency and reliability of information processing in sustainable ITS by developing a decentralized approach that organizes client nodes into groups based on shared characteristics. This approach aims to enhance collaboration within and across these groups to better support the dynamic and distributed nature of ITS environments.",True
Social Sciences,CFSSynergy: Combining Feature-Based and Similarity-Based Methods for Drug Synergy Prediction,"Drug synergy prediction plays a vital role in cancer treatment. Because experimental approaches are labor-intensive and expensive, computational-based approaches get more attention. There are two types of computational methods for drug synergy prediction: feature-based and similarity-based. In feature-based methods, the main focus is to extract more discriminative features from drug pairs and cell lines to pass to the task predictor. In similarity-based methods, the similarities among all drugs and cell lines are utilized as features and fed into the task predictor. In this work, a novel approach, called CFSSynergy, that combines these two viewpoints is proposed. First, a discriminative representation is extracted for paired drugs and cell lines as input. We have utilized transformer-based architecture for drugs. For cell lines, we have created a similarity matrix between proteins using the Node2Vec algorithm. Then, the new cell line representation is computed by multiplying the protein–protein similarity matrix and the initial cell line representation. Next, we compute the similarity between unique drugs and unique cells using the learned representation for paired drugs and cell lines. Then, we compute a new representation for paired drugs and cell lines based on the similarity-based features and the learned features. Finally, these features are fed to XGBoost as a task predictor. Two well-known data sets were used to evaluate the performance of our proposed method: DrugCombDB and OncologyScreen. The CFSSynergy approach consistently outperformed existing methods in comparative evaluations. This substantiates the efficacy of our approach in capturing complex synergistic interactions between drugs and cell lines, setting it apart from conventional similarity-based or feature-based methods.","['transformer-based architecture', 'Node2Vec algorithm', 'XGBoost']","The research idea centers on addressing the challenge of predicting drug synergy in cancer treatment, which is crucial due to the labor-intensive and costly nature of experimental approaches. The study highlights the need for more effective methods to understand how different drugs interact synergistically to improve therapeutic outcomes. The primary objective of the study is to develop a novel approach that integrates multiple perspectives to better capture the complex interactions between drug pairs and cancer cell lines. This approach aims to enhance the prediction of drug synergy, thereby contributing to more efficient and effective cancer treatment strategies.","The research idea centers on addressing the challenge of predicting drug synergy in cancer treatment, which is crucial due to the labor-intensive and costly nature of experimental approaches. The study highlights the need for more effective methods to understand how different drugs interact synergistically to improve therapeutic outcomes. The primary objective of the study is to develop a new approach that integrates multiple perspectives to better capture the complex interactions between drug pairs and cancer cell lines. This approach aims to enhance the prediction of drug synergy, thereby contributing to more efficient and effective cancer treatment strategies.",True
Social Sciences,A voting gray wolf optimizer-based ensemble learning models for intrusion detection in the Internet of Things,"Abstract The Internet of Things (IoT) has garnered considerable attention from academic and industrial circles as a pivotal technology in recent years. The escalation of security risks is observed to be associated with the growing interest in IoT applications. Intrusion detection systems (IDS) have been devised as viable instruments for identifying and averting malicious actions in this context. Several techniques described in academic papers are thought to be very accurate, but they cannot be used in the real world because the datasets used to build and test the models do not accurately reflect and simulate the IoT network. Existing methods, on the other hand, deal with these issues, but they are not good enough for commercial use because of their lack of precision, low detection rate, receiver operating characteristic (ROC), and false acceptance rate (FAR). The effectiveness of these solutions is predominantly dependent on individual learners and is consequently influenced by the inherent limitations of each learning algorithm. This study introduces a new approach for detecting intrusion attacks in an IoT network, which involves the use of an ensemble learning technique based on gray wolf optimizer (GWO). The novelty of this study lies in the proposed voting gray wolf optimizer (GWO) ensemble model, which incorporates two crucial components: a traffic analyzer and a classification phase engine. The model employs a voting technique to combine the probability averages of the base learners. Secondly, the combination of feature selection and feature extraction techniques is to reduce dimensionality. Thirdly, the utilization of GWO is employed to optimize the parameters of ensemble models. Similarly, the approach employs the most authentic intrusion detection datasets that are accessible and amalgamates multiple learners to generate ensemble learners. The hybridization of information gain (IG) and principal component analysis (PCA) was employed to reduce dimensionality. The study utilized a novel GWO ensemble learning approach that incorporated a decision tree, random forest, K-nearest neighbor, and multilayer perceptron for classification. To evaluate the efficacy of the proposed model, two authentic datasets, namely, BoT-IoT and UNSW-NB15, were scrutinized. The GWO-optimized ensemble model demonstrates superior accuracy when compared to other machine learning-based and deep learning models. Specifically, the model achieves an accuracy rate of 99.98%, a DR of 99.97%, a precision rate of 99.94%, an ROC rate of 99.99%, and an FAR rate of 1.30 on the BoT-IoT dataset. According to the experimental results, the proposed ensemble model optimized by GWO achieved an accuracy of 100%, a DR of 99.9%, a precision of 99.59%, an ROC of 99.40%, and an FAR of 1.5 when tested on the UNSW-NB15 dataset.","['ensemble learning technique', 'gray wolf optimizer (GWO)', 'voting technique', 'feature selection', 'information gain (IG)', 'principal component analysis (PCA)', 'decision tree', 'random forest', 'K-nearest neighbor', 'multilayer perceptron']","The research idea centers on the increasing security risks associated with the growing use of Internet of Things (IoT) applications, highlighting the challenge of effectively identifying and preventing malicious actions within IoT networks. Existing solutions for intrusion detection are limited in their practical applicability due to issues such as lack of precision, low detection rates, and high false acceptance rates, which hinder their commercial viability. The study is motivated by the need to develop more reliable and accurate methods to address these security concerns in real-world IoT environments. The primary objective of the study is to introduce and evaluate a novel approach for detecting intrusion attacks in IoT networks that improves accuracy and detection performance by combining multiple components, including traffic analysis and classification phases. The study aims to enhance the effectiveness of intrusion detection by optimizing the integration of various techniques and validating the approach using authentic datasets to demonstrate superior performance compared to existing methods.","The research idea centers on the increasing security risks associated with the growing use of Internet of Things (IoT) applications, highlighting the challenge of effectively identifying and preventing malicious actions within IoT networks. Existing solutions for intrusion detection are limited in their practical applicability due to issues such as lack of precision, low detection rates, and high false acceptance rates, which hinder their commercial viability. The study is motivated by the need to develop more reliable and accurate methods to address these security concerns in real-world IoT environments. The primary objective of the study is to introduce and evaluate a new approach for detecting intrusion attacks in IoT networks that improves accuracy and detection performance by combining multiple components, including traffic analysis and evaluation phases. The study aims to enhance the effectiveness of intrusion detection by optimizing the integration of various techniques and validating the approach using authentic datasets to demonstrate superior performance compared to existing methods.",True
Social Sciences,Developing a Multi-Criteria Decision-Making model for nuclear power plant location selection using Fuzzy Analytic Hierarchy Process and Fuzzy VIKOR methods focused on socio-economic factors,"In response to its position as the fourth most populous country globally, Indonesia is exploring constructing nuclear power plants (NPPs) as a sustainable energy solution. A pivotal step in this initiative is selecting an appropriate NPP site. This study employs two Multi-Criteria Decision-Making (MCDM) methods, the Fuzzy Analytic Hierarchy Process (Fuzzy-AHP) and Fuzzy VIKOR, to identify the most suitable location for an NPP, focusing on socio-economic factors. The Fuzzy-AHP method is utilized to prioritize ten sub-criteria: transmission network, operating costs, economic impact, security, transportation network, legal considerations, the impact of tourism, land ownership, historical sites, and public acceptance. Following this, the Fuzzy VIKOR method leverages these prioritized criteria to evaluate two potential sites: East Kalimantan and West Kalimantan. The analysis reveals that security, transmission, and transportation networks emerge as the top priorities. The application of the Fuzzy VIKOR algorithm identifies West Kalimantan as the optimal site for NPP construction, evidenced by its lower VIKOR index of 0.3599, indicating a higher overall preference based on the evaluated criteria. The study demonstrates that the integration of Fuzzy-AHP and Fuzzy VIKOR methods prioritizes critical socio-economic factors and quantitatively assesses potential sites, offering a systematic and objective approach to support decision-making in NPP site selection.",['Fuzzy VIKOR'],"The research idea centers on Indonesia’s need to identify a suitable location for constructing nuclear power plants as part of its strategy to develop sustainable energy solutions, given its status as the fourth most populous country globally. A critical challenge in this initiative is selecting an appropriate site that accounts for various socio-economic factors impacting the feasibility and acceptance of nuclear power plants. The study aims to prioritize these socio-economic criteria to support informed decision-making in site selection. The primary objective of the study is to determine the most suitable location for a nuclear power plant in Indonesia by evaluating and prioritizing key socio-economic factors such as security, transmission and transportation networks, economic impact, legal considerations, and public acceptance. Specifically, the study seeks to compare potential sites in East Kalimantan and West Kalimantan to identify the optimal site based on these prioritized criteria.","The research idea centers on Indonesia's need to identify a suitable location for constructing nuclear power plants as part of its strategy to develop sustainable energy solutions, given its status as the fourth most populous country globally. A critical challenge in this initiative is selecting an appropriate site that accounts for various socio-economic factors impacting the feasibility and acceptance of nuclear power plants. The study aims to prioritize these socio-economic criteria to support informed decision-making in site selection. The primary objective of the study is to determine the most suitable location for a nuclear power plant in Indonesia by evaluating and prioritizing key socio-economic factors such as security, transmission and transportation networks, economic impact, legal considerations, and public acceptance. Specifically, the study seeks to compare potential sites in East Kalimantan and West Kalimantan to identify the optimal site based on these prioritized criteria.",True
Social Sciences,"Foundation models in robotics: Applications, challenges, and the future","We survey applications of pretrained foundation models in robotics. Traditional deep learning models in robotics are trained on small datasets tailored for specific tasks, which limits their adaptability across diverse applications. In contrast, foundation models pretrained on internet-scale data appear to have superior generalization capabilities, and in some instances display an emergent ability to find zero-shot solutions to problems that are not present in the training data. Foundation models may hold the potential to enhance various components of the robot autonomy stack, from perception to decision-making and control. For example, large language models can generate code or provide common sense reasoning, while vision-language models enable open-vocabulary visual recognition. However, significant open research challenges remain, particularly around the scarcity of robot-relevant training data, safety guarantees and uncertainty quantification, and real-time execution. In this survey, we study recent papers that have used or built foundation models to solve robotics problems. We explore how foundation models contribute to improving robot capabilities in the domains of perception, decision-making, and control. We discuss the challenges hindering the adoption of foundation models in robot autonomy and provide opportunities and potential pathways for future advancements. The GitHub project corresponding to this paper can be found here: https://github.com/robotics-survey/Awesome-Robotics-Foundation-Models .","['pretrained foundation models', 'vision-language models']","The research idea centers on addressing the limitations of traditional approaches in robotics, which are typically trained on small, task-specific datasets that restrict their adaptability across diverse applications. There is a growing interest in exploring new methods that demonstrate superior generalization capabilities and the potential to solve problems beyond their initial training scope. The study recognizes significant challenges in the field, including the scarcity of relevant training data, safety concerns, and the need for reliable real-time performance. The research objective is to examine recent developments that enhance robotic capabilities in perception, decision-making, and control by leveraging advanced approaches with broader applicability. The study aims to identify the contributions of these approaches to improving robot autonomy, discuss the obstacles to their widespread adoption, and suggest opportunities and pathways for future progress in robotics.","The research idea centers on addressing the limitations of traditional approaches in robotics, which are typically developed using small, task-specific datasets that restrict their adaptability across diverse applications. There is a growing interest in exploring new methods that demonstrate superior generalization capabilities and the potential to solve problems beyond their initial design scope. The study recognizes significant challenges in the field, including the scarcity of relevant data, safety concerns, and the need for reliable real-time performance. The research objective is to examine recent developments that enhance robotic capabilities in perception, decision-making, and control by leveraging advanced approaches with broader applicability. The study aims to identify the contributions of these approaches to improving robot autonomy, discuss the obstacles to their widespread adoption, and suggest opportunities and pathways for future progress in robotics.",True
Social Sciences,One-Step Multi-View Clustering With Diverse Representation,"Multi-View clustering has attracted broad attention due to its capacity to utilize consistent and complementary information among views. Although tremendous progress has been made recently, most existing methods undergo high complexity, preventing them from being applied to large-scale tasks. Multi-View clustering via matrix factorization is a representative to address this issue. However, most of them map the data matrices into a fixed dimension, limiting the model's expressiveness. Moreover, a range of methods suffers from a two-step process, i.e., multimodal learning and the subsequent <inline-formula xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""> <tex-math notation=""LaTeX"">$k$</tex-math> </inline-formula> -means, inevitably causing a suboptimal clustering result. In light of this, we propose a one-step multi-view clustering with diverse representation (OMVCDR) method, which incorporates multi-view learning and <inline-formula xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""> <tex-math notation=""LaTeX"">$k$</tex-math> </inline-formula> -means into a unified framework. Specifically, we first project original data matrices into various latent spaces to attain comprehensive information and auto-weight them in a self-supervised manner. Then, we directly use the information matrices under diverse dimensions to obtain consensus discrete clustering labels. The unified work of representation learning and clustering boosts the quality of the final results. Furthermore, we develop an efficient optimization algorithm with proven convergence to solve the resultant problem. Comprehensive experiments on various datasets demonstrate the promising clustering performance of our proposed method. The code is publicly available at https://github.com/wanxinhang/OMVCDR.","['Multi-View clustering via matrix factorization', 'k-means', 'multi-view learning', 'representation learning']","The research idea centers on addressing the limitations of existing multi-view clustering approaches, which often face challenges such as high complexity and restricted expressiveness due to fixed-dimensional data representation. Additionally, many current methods rely on a two-step process that can lead to suboptimal clustering outcomes. The study is motivated by the need to improve the integration of information from multiple views to enhance clustering quality. The primary objective of the study is to develop a unified approach that simultaneously incorporates multi-view learning and clustering to achieve more comprehensive and accurate clustering results. This approach aims to utilize diverse representations of data to better capture information and improve the consensus on clustering labels, ultimately enhancing the effectiveness of multi-view clustering tasks.","The research idea centers on addressing the limitations of existing multi-view clustering approaches, which often face challenges such as high complexity and restricted expressiveness due to fixed-dimensional data representation. Additionally, many current methods rely on a two-step process that can lead to suboptimal clustering outcomes. The study is motivated by the need to improve the integration of information from multiple views to enhance clustering quality. The primary objective of the study is to develop a unified approach that simultaneously incorporates information from multiple views and performs clustering to achieve more comprehensive and accurate results. This approach aims to utilize diverse representations of data to better capture information and improve the consensus on clustering labels, ultimately enhancing the effectiveness of multi-view clustering tasks.",True
Social Sciences,Artificial Intelligence in Point-of-Care Biosensing: Challenges and Opportunities,"The integration of artificial intelligence (AI) into point-of-care (POC) biosensing has the potential to revolutionize diagnostic methodologies by offering rapid, accurate, and accessible health assessment directly at the patient level. This review paper explores the transformative impact of AI technologies on POC biosensing, emphasizing recent computational advancements, ongoing challenges, and future prospects in the field. We provide an overview of core biosensing technologies and their use at the POC, highlighting ongoing issues and challenges that may be solved with AI. We follow with an overview of AI methodologies that can be applied to biosensing, including machine learning algorithms, neural networks, and data processing frameworks that facilitate real-time analytical decision-making. We explore the applications of AI at each stage of the biosensor development process, highlighting the diverse opportunities beyond simple data analysis procedures. We include a thorough analysis of outstanding challenges in the field of AI-assisted biosensing, focusing on the technical and ethical challenges regarding the widespread adoption of these technologies, such as data security, algorithmic bias, and regulatory compliance. Through this review, we aim to emphasize the role of AI in advancing POC biosensing and inform researchers, clinicians, and policymakers about the potential of these technologies in reshaping global healthcare landscapes.",['neural networks'],"The study addresses the transformative potential of integrating advanced technologies into point-of-care biosensing to improve diagnostic methodologies by enabling rapid, accurate, and accessible health assessments directly at the patient level. It highlights ongoing challenges and ethical concerns related to the widespread adoption of these innovations, such as data security, bias, and regulatory compliance, which impact the effectiveness and acceptance of point-of-care diagnostics. The primary aim of the study is to provide a comprehensive overview of current biosensing technologies used at the point of care, identify existing issues and challenges, and discuss future prospects that could enhance healthcare delivery. Additionally, the study seeks to inform researchers, clinicians, and policymakers about the opportunities and obstacles in advancing point-of-care biosensing to reshape global healthcare landscapes.","The study addresses the transformative potential of integrating modern technologies into point-of-care biosensing to improve diagnostic methodologies by enabling rapid, accurate, and accessible health assessments directly at the patient level. It highlights ongoing challenges and ethical concerns related to the widespread adoption of these innovations, such as data security, bias, and regulatory compliance, which impact the effectiveness and acceptance of point-of-care diagnostics. The primary aim of the study is to provide a comprehensive overview of current biosensing technologies used at the point of care, identify existing issues and challenges, and discuss future prospects that could enhance healthcare delivery. Additionally, the study seeks to inform researchers, clinicians, and policymakers about the opportunities and obstacles in advancing point-of-care biosensing to reshape global healthcare landscapes.",True
