domain,title,abstract,verified methods list,masked extraction
Engineering,Utilizing Hybrid Machine Learning and Soft Computing Techniques for Landslide Susceptibility Mapping in a Drainage Basin,"The hydrological system of thebasin of Lake Urmia is complex, deriving its supply from a network comprising 13 perennial rivers, along withnumerous small springs and direct precipitation onto the lake’s surface. Among these contributors, approximately half of the inflow is attributed to the Zarrineh River and the Simineh River. Remarkably, Lake Urmia lacks a natural outlet, with its water loss occurring solely through evaporation processes. This study employed a comprehensive methodology integrating ground surveys, remote sensing analyses, and meticulous documentation of historical landslides within the basin as primary information sources. Through this investigative approach, we preciselyidentified and geolocated a total of 512 historical landslide occurrences across the Urmia Lake drainage basin, leveraging GPS technology for precision. Thisarticle introduces a suite of hybrid machine learning predictive models, such as support-vector machine (SVM), random forest (RF), decision trees (DT), logistic regression (LR), fuzzy logic (FL), and the technique for order of preference by similarity to the ideal solution (TOPSIS). These models were strategically deployed to assess landslide susceptibility within the region. The outcomes of the landslide susceptibility assessment reveal that the main high susceptible zones for landslide occurrence are concentrated in the northwestern, northern, northeastern, and some southern and southeastern areas of the region. Moreover, when considering the implementation of predictions using different algorithms, it became evident that SVM exhibited superior performance regardingboth accuracy (0.89) and precision (0.89), followed by RF, with and accuracy of 0.83 and a precision of 0.83. However, it is noteworthy that TOPSIS yielded the lowest accuracy value among the algorithms assessed.","['support-vector machine (SVM)', 'random forest (RF)', 'decision trees (DT)', 'logistic regression (LR)']","The hydrological system of the Lake Urmia basin is complex, receiving water from 13 perennial rivers, numerous small springs, and direct precipitation, with about half of the inflow coming from the Zarrineh and Simineh Rivers. Lake Urmia has no natural outlet, and water loss occurs solely through evaporation, making the understanding of factors influencing the basin’s stability critical. This study aims to identify and geolocate historical landslides within the Urmia Lake drainage basin to better understand landslide susceptibility in the region. The primary objective is to assess and map the areas most susceptible to landslides across the basin, particularly focusing on the northwestern, northern, northeastern, southern, and southeastern zones, to inform risk management and mitigation efforts."
Engineering,Comparison of Random Forest and XGBoost Classifiers Using Integrated Optical and SAR Features for Mapping Urban Impervious Surface,"The integration of optical and SAR datasets through ensemble machine learning models shows promising results in urban remote sensing applications. The integration of multi-sensor datasets enhances the accuracy of information extraction. This research presents a comparison of two ensemble machine learning classifiers (random forest and extreme gradient boost (XGBoost)) classifiers using an integration of optical and SAR features and simple layer stacking (SLS) techniques. Therefore, Sentinel-1 (SAR) and Landsat 8 (optical) datasets were used with SAR textures and enhanced modified indices to extract features for the year 2023. The classification process utilized two machine learning algorithms, random forest and XGBoost, for urban impervious surface extraction. The study focused on three significant East Asian cities with diverse urban dynamics: Jakarta, Manila, and Seoul. This research proposed a novel index called the Normalized Blue Water Index (NBWI), which distinguishes water from other features and was utilized as an optical feature. Results showed an overall accuracy of 81% for UIS classification using XGBoost and 77% with RF while classifying land use land cover into four major classes (water, vegetation, bare soil, and urban impervious). However, the proposed framework with the XGBoost classifier outperformed the RF algorithm and Dynamic World (DW) data product and comparatively showed higher classification accuracy. Still, all three results show poor separability with bare soil class compared to ground truth data. XGBoost outperformed random forest and Dynamic World in classification accuracy, highlighting its potential use in urban remote sensing applications.","['ensemble machine learning models', 'random forest', 'extreme gradient boost (XGBoost)']","The study addresses the challenge of accurately extracting urban impervious surfaces by integrating optical and synthetic aperture radar (SAR) datasets, which enhances the precision of information retrieval in urban remote sensing. The motivation stems from the need to improve land use and land cover classification in rapidly changing urban environments, particularly in diverse East Asian cities. The primary objective of the research is to compare the effectiveness of different classification approaches using combined optical and SAR features for urban impervious surface extraction. Additionally, the study aims to introduce and utilize a novel index, the Normalized Blue Water Index (NBWI), to better distinguish water bodies from other land cover types in the classification process."
Engineering,A Multilevel Multimodal Fusion Transformer for Remote Sensing Semantic Segmentation,"Accurate semantic segmentation of remote sensing data plays a crucial role in the success of geoscience research and applications. Recently, multimodal fusion-based segmentation models have attracted much attention due to their outstanding performance as compared to conventional single-modal techniques. However, most of these models perform their fusion operation using convolutional neural networks (CNN) or the vision transformer (Vit), resulting in insufficient local-global contextual modeling and representative capabilities. In this work, a multilevel multimodal fusion scheme called FTransUNet is proposed to provide a robust and effective multimodal fusion backbone for semantic segmentation by integrating both CNN and Vit into one unified fusion framework. Firstly, the shallow-level features are first extracted and fused through convolutional layers and shallow-level feature fusion (SFF) modules. After that, deep-level features characterizing semantic information and spatial relationships are extracted and fused by a well-designed Fusion Vit (FVit). It applies Adaptively Mutually Boosted Attention (Ada-MBA) layers and Self-Attention (SA) layers alternately in a three-stage scheme to learn cross-modality representations of high inter-class separability and low intra-class variations. Specifically, the proposed Ada-MBA computes SA and Cross-Attention (CA) in parallel to enhance intra- and cross-modality contextual information simultaneously while steering attention distribution towards semantic-aware regions. As a result, FTransUNet can fuse shallow-level and deep-level features in a multilevel manner, taking full advantage of CNN and transformer to accurately characterize local details and global semantics, respectively. Extensive experiments confirm the superior performance of the proposed FTransUNet compared with other multimodal fusion approaches on two fine-resolution remote sensing datasets, namely ISPRS Vaihingen and Potsdam. The source code in this work is available at https://github.com/sstary/SSRS.","['convolutional neural networks (CNN)', 'vision transformer (Vit)', 'Self-Attention (SA) layers', 'Cross-Attention (CA)']","The research addresses the challenge of achieving accurate semantic segmentation of remote sensing data, which is essential for advancing geoscience research and its practical applications. Existing multimodal fusion approaches often lack sufficient capability to effectively capture both local details and global contextual information, limiting their performance in representing complex spatial and semantic relationships. The primary objective of the study is to develop a robust and effective multimodal fusion approach that integrates features at multiple levels to enhance the characterization of local details and global semantics in remote sensing imagery. This approach aims to improve the accuracy of semantic segmentation by better capturing semantic information and spatial relationships across different modalities."
Engineering,Firefly algorithm based WSN-IoT security enhancement with machine learning for intrusion detection,"Abstract A Wireless Sensor Network (WSN) aided by the Internet of Things (IoT) is a collaborative system of WSN systems and IoT networks are work to exchange, gather, and handle data. The primary objective of this collaboration is to enhance data analysis and automation to facilitate improved decision-making. Securing IoT with the assistance of WSN necessitates the implementation of protective measures to confirm the safety and reliability of the interconnected WSN and IoT components. This research significantly advances the current state of the art in IoT and WSN security by synergistically harnessing the potential of machine learning and the Firefly Algorithm. The contributions of this work are twofold: firstly, the proposed FA-ML technique exhibits an exceptional capability to enhance intrusion detection accuracy within the WSN-IoT landscape. Secondly, the amalgamation of the Firefly Algorithm and machine learning introduces a novel dimension to the domain of security-oriented optimization techniques. The implications of this research resonate across various sectors, ranging from critical infrastructure protection to industrial automation and beyond, where safeguarding the integrity of interconnected systems are of paramount importance. The amalgamation of cutting-edge machine learning and bio-inspired algorithms marks a pivotal step forward in crafting robust and intelligent security measures for the evolving landscape of IoT-driven technologies. For intrusion detection in the WSN-IoT, the FA-ML method employs a support vector machine (SVM) machine model for classification with parameter tuning accomplished using a Grey Wolf Optimizer (GWO) algorithm. The experimental evaluation is simulated using NSL-KDD Dataset, revealing the remarkable enhancement of the FA-ML technique, achieving a maximum accuracy of 99.34%. In comparison, the KNN-PSO and XGBoost models achieved lower accuracies of 96.42% and 95.36%, respectively. The findings validate the potential of the FA-ML technique as an active security solution for WSN-IoT systems, harnessing the power of machine learning and the Firefly Algorithm to bolster intrusion detection capabilities.","['Firefly Algorithm', 'machine learning', 'support vector machine (SVM)', 'Grey Wolf Optimizer (GWO)', 'XGBoost']","The research idea centers on the need to secure the interconnected components of Wireless Sensor Networks (WSN) and Internet of Things (IoT) networks to ensure their safety and reliability. This collaboration between WSN and IoT aims to enhance data exchange and automation, which are critical for improved decision-making across various sectors such as critical infrastructure protection and industrial automation. The study addresses the challenge of protecting these integrated systems from intrusions that could compromise their integrity. The primary objective of the study is to improve intrusion detection accuracy within the WSN-IoT environment by developing advanced security measures that safeguard the integrity of these interconnected systems. The research aims to introduce innovative approaches that significantly enhance the detection of unauthorized access or attacks, thereby strengthening the overall security framework of WSN-IoT applications."
Engineering,Peak and ultimate stress-strain model of confined ultra-high-performance concrete (UHPC) using hybrid machine learning model with conditional tabular generative adversarial network,"Ultra-high-performance concrete (UHPC) has gained prominence owing to its exceptional physical and mechanical properties and improved sustainability, making it ideal for large-scale structural applications. While numerous analytical studies have focused on predicting the stress-strain response of unconfined UHPC, there remains a lack of a reliable model for predicting the stress-strain response of confined UHPC, which poses challenges to efficient design and broader adoption, particularly in seismically active regions. To bridge this gap, the present study introduces a framework that implements machine learning (ML) models augmented by a state-of-the-art conditional tabular generative adversarial network (CTGAN) and Optuna, which a next-generation optimization framework, to accurately predict the peak and ultimate axial stress-strain responses of UHPC confined with either normal-strength steel or high-strength steel. The Optuna-optimized CTGAN is employed to address the issue of limited data by generating synthetic datasets of hypothetical confined UHPC specimens. A comprehensive database of confined UHPC stress-strain responses was compiled from existing literature and used to condition the CTGAN. The augmented database is then leveraged to develop a hybrid ML model that integrates extreme gradient boosting, gradient boosting machine, support vector regression, and K-nearest neighbors for predicting peak and ultimate stress-strain responses of confined UHPC. The predictive accuracy of the proposed hybrid ML model is evaluated and compared with a diverse set of ML models of varying complexity, and the results demonstrate its superior performance in predicting the peak and ultimate stress-strain response of confined UHPC. Furthermore, a graphical user interface of the proposed model is developed to facilitate its practical implementation and provide a rapid, autonomous, and accurate prediction of the stress-strain response of confined UHPC at both peak and ultimate states.","['conditional tabular generative adversarial network (CTGAN)', 'extreme gradient boosting', 'gradient boosting machine', 'support vector regression', 'K-nearest neighbors']","The research addresses the challenge of accurately predicting the stress-strain response of ultra-high-performance concrete (UHPC) when it is confined, which is critical for efficient design and wider application in large-scale structural projects, especially in seismically active regions. Despite extensive studies on unconfined UHPC, there is a notable lack of reliable approaches for confined UHPC, limiting its practical use and safety assurance under axial loading conditions. The primary aim of the study is to develop a reliable predictive framework for the peak and ultimate axial stress-strain responses of UHPC confined with either normal-strength or high-strength steel. This objective seeks to enhance the understanding and design capabilities for confined UHPC, thereby supporting its broader adoption in structural engineering applications."
Engineering,Sentiment Analysis in the Age of Generative AI,"Abstract In the rapidly advancing age of Generative AI, Large Language Models (LLMs) such as ChatGPT stand at the forefront of disrupting marketing practice and research. This paper presents a comprehensive exploration of LLMs’ proficiency in sentiment analysis, a core task in marketing research for understanding consumer emotions, opinions, and perceptions. We benchmark the performance of three state-of-the-art LLMs, i.e., GPT-3.5, GPT-4, and Llama 2, against established, high-performing transfer learning models. Despite their zero-shot nature, our research reveals that LLMs can not only compete with but in some cases also surpass traditional transfer learning methods in terms of sentiment classification accuracy. We investigate the influence of textual data characteristics and analytical procedures on classification accuracy, shedding light on how data origin, text complexity, and prompting techniques impact LLM performance. We find that linguistic features such as the presence of lengthy, content-laden words improve classification performance, while other features such as single-sentence reviews and less structured social media text documents reduce performance. Further, we explore the explainability of sentiment classifications generated by LLMs. The findings indicate that LLMs, especially Llama 2, offer remarkable classification explanations, highlighting their advanced human-like reasoning capabilities. Collectively, this paper enriches the current understanding of sentiment analysis, providing valuable insights and guidance for the selection of suitable methods by marketing researchers and practitioners in the age of Generative AI.","['GPT-3.5', 'GPT-4', 'Llama 2', 'transfer learning models']","The research addresses the challenge of accurately understanding consumer emotions, opinions, and perceptions through sentiment analysis, which is a fundamental task in marketing research. It focuses on evaluating the effectiveness of different approaches in classifying sentiment from textual data, considering factors such as text complexity and data origin that influence classification accuracy. The primary aim of the study is to benchmark the performance of various advanced language-based approaches against established methods in sentiment classification, examining how linguistic features and text characteristics affect their accuracy. Additionally, the study seeks to provide insights into the interpretability of sentiment classifications to enhance the understanding and application of sentiment analysis in marketing contexts."
Engineering,Multi-Source and Multi-modal Deep Network Embedding for Cross-Network Node Classification,"In recent years, to address the issue of networked data sparsity in node classification tasks, cross-network node classification (CNNC) leverages the richer information from a source network to enhance the performance of node classification in the target network, which typically has sparser information. However, in real-world applications, labeled nodes may be collected from multiple sources with multiple modalities (e.g., text, vision, and video). Naive application of single-source and single-modal CNNC methods may result in sub-optimal solutions. To this end, in this article, we propose a model called Multi-source and Multi-modal Cross-network Deep Network Embedding (M 2 CDNE) for cross-network node classification. In M 2 CDNE, we propose a deep multi-modal network embedding approach that combines the extracted deep multi-modal features to make the node vector representations network invariant. In addition, we apply dynamic adversarial adaptation to assess the significance of marginal and conditional probability distributions between each source and target network to make node vector representations label discriminative. Furthermore, we devise to classify nodes in the target network through the related source classifier and aggregate different predictions utilizing respective network weights, corresponding to the discrepancy between each source and target network. Extensive experiments performed on real-world datasets demonstrate that the proposed M 2 CDNE significantly outperforms the state-of-the-art approaches.",['deep multi-modal network embedding'],"The research addresses the challenge of sparse information in networked data for node classification tasks, where leveraging richer information from multiple source networks with various modalities can improve classification performance in a target network. The study highlights the limitations of existing approaches that rely on single-source and single-modal data, which may lead to sub-optimal results in practical applications involving diverse data types such as text, vision, and video. The primary objective of the study is to enhance node classification in target networks by effectively utilizing labeled nodes collected from multiple sources and modalities. This involves developing a method to integrate multi-modal information from different networks to improve the accuracy and reliability of node classification outcomes."
Engineering,A vehicular network based intelligent transport system for smart cities using machine learning algorithms,"Abstract Smart cities and the Internet of Things have enabled the integration of communicating devices for efficient decision-making. Notably, traffic congestion is one major problem faced by daily commuters in urban cities. In developed countries, specialized sensors are deployed to gather traffic information to predict traffic patterns. Any traffic updates are shared with the commuters via the Internet. Such solutions become impracticable when physical infrastructure and Internet connectivity are either non-existent or very limited. In case of developing countries, no roadside units are available and Internet connectivity is still an issue in remote areas. Internet traffic analysis is a thriving field of study due to the myriad ways in which it may be put to practical use. In the intelligent Internet-of-Vehicles (IOVs), traffic congestion can be predicted and identified using cutting-edge technologies. Using tree-based decision-tree, random-forest, extra-tree, and XGBoost machine learning (ML) strategies, this research proposes an intelligent-transport-system for the IOVs-based vehicular network traffic in a smart city set-up. The suggested system uses ensemble learning and averages the selection of crucial features to give high detection accuracy at minimal computational costs, as demonstrated by the simulation results. For IOV-based vehicular network traffic, the tree-based ML approaches with feature-selection (FS) outperformed those without FS. When contrasted to the lowest KNN accuracy of 96.6% and the highest SVM accuracy of 98.01%, the Stacking approach demonstrates superior accuracy as 99.05%.","['decision-tree', 'random-forest', 'extra-tree', 'XGBoost', 'ensemble learning', 'feature-selection (FS)', 'KNN', 'SVM', 'Stacking']","The research addresses the significant challenge of traffic congestion faced by daily commuters in urban cities, particularly highlighting the limitations of existing traffic monitoring solutions in developing countries where physical infrastructure and Internet connectivity are inadequate or absent. The study is motivated by the need for effective traffic information gathering and dissemination methods that can function in environments with limited roadside units and poor Internet access. The primary aim of the study is to develop an intelligent transport approach for vehicular network traffic within a smart city context that enhances the detection and prediction of traffic congestion. This objective focuses on improving traffic management by utilizing advanced strategies to achieve high accuracy in traffic condition identification while minimizing resource requirements."
Engineering,Conventional to Deep Ensemble Methods for Hyperspectral Image Classification: A Comprehensive Survey,"Hyperspectral image classification has become a hot research topic. HSI has been widely used in a wide range of real-world application areas due to the in-depth spectral information stored within each pixel. Noticeably, the detailed features - i.e., a nonlinear correlation between the obtained spectral data and the correlating HSI data object, generate efficient classification results that are complex for traditional techniques. Deep Learning (DL) has recently been validated as an influential feature extractor that efficiently identifies the nonlinear issues that have arisen in various computer vision challenges. This motivates using DL for Hyperspectral Image Classification (HSIC), which shows promising results. This survey provides a brief description of DL for HSIC and compares cutting-edge methodologies in the field. We will first summarize the key challenges for HSIC, and then we will discuss the superiority of DL and DL-ensemble in addressing these issues. In this article, we divide the state-of-the-art DL methodologies and DL with ensemble into spectral features, spatial features, and combined spatial-spectral features in order to comprehensively and critically evaluate the progress (future research directions as well) of such methodologies for HSIC. Furthermore, we will take into account that DL involves a substantial percentage of labeled training images, whereas obtaining such a number for HSI is time and cost-consuming. As a result, this survey describes some methodologies for improving the classification performance of DL techniques, which can serve as future recommendations.",['Deep Learning (DL)'],"The research idea centers on the challenge of classifying hyperspectral images, which contain detailed spectral information within each pixel that is crucial for various real-world applications. Traditional techniques struggle to effectively handle the complex nonlinear relationships present in the spectral data, making accurate classification difficult. The study is motivated by the need to address these challenges and improve the classification performance of hyperspectral images. The primary objective of the study is to provide a comprehensive overview of current methodologies for hyperspectral image classification, summarize the key challenges in the field, and evaluate the progress and future directions for improving classification accuracy, particularly considering the limitations related to the availability of labeled training images."
Engineering,Business analytics and decision science: A review of techniques in strategic business decision making,"Business analytics and decision science have emerged as pivotal domains in enhancing strategic business decision-making processes. This review delves into various techniques that organizations employ to optimize their operations and achieve competitive advantages. At the forefront of strategic decision-making is data analytics, where vast amounts of data are analyzed to extract valuable insights. Descriptive analytics provides a historical perspective by examining past data trends, enabling businesses to understand their performance over time. This retrospective analysis serves as a foundation for predictive analytics, which utilizes statistical models and machine learning algorithms to forecast future trends and outcomes. By leveraging predictive analytics, organizations can anticipate market shifts, customer preferences, and potential risks, thereby making informed decisions. Prescriptive analytics uses predictive models to guide strategic decision-making, utilizing optimization algorithms and simulation tools to identify optimal actions. Decision science integrates analytical techniques with human judgment, focusing on consumer behavior and psychological factors to tailor marketing strategies and product offerings. Additionally, artificial intelligence (AI) and machine learning (ML) technologies are revolutionizing strategic decision-making by automating complex tasks and providing real-time insights. Natural language processing (NLP) algorithms analyze unstructured data sources, such as customer reviews and social media posts, to extract valuable information and sentiment analysis. This enables businesses to gauge customer satisfaction levels and identify areas for improvement promptly. Decision trees, regression analysis, and clustering techniques are widely used in business analytics to segment customers, identify patterns, forecast sales trends, evaluate alternatives, assess risks, and optimize resource allocation. In conclusion, business analytics and decision science offer a plethora of techniques that empower organizations to make informed, data-driven decisions. By leveraging descriptive, predictive, and prescriptive analytics, along with AI and ML technologies, businesses can navigate complex environments, capitalize on opportunities, and mitigate risks effectively. This review underscores the importance of integrating analytical techniques with human expertise to achieve strategic objectives and sustainable growth.","['decision trees', 'regression analysis', 'clustering techniques']","The research idea centers on the critical role of business analytics and decision science in enhancing strategic business decision-making processes to optimize operations and achieve competitive advantages. It addresses the need for organizations to understand past performance, anticipate future trends, and identify optimal actions to navigate complex business environments effectively. The study highlights the importance of integrating analytical insights with human judgment to tailor strategies that respond to consumer behavior and market dynamics. The primary objective of the study is to review and elucidate various techniques employed by organizations to improve strategic decision-making, enabling them to capitalize on opportunities, mitigate risks, and promote sustainable growth through informed and effective business practices."
Engineering,NAVIGATING THE FUTURE: INTEGRATING AI AND MACHINE LEARNING IN HR PRACTICES FOR A DIGITAL WORKFORCE,"As organizations navigate the complexities of the digital age, the role of Human Resources (HR) is evolving to meet the demands of a digital workforce. This review explores the integration of Artificial Intelligence (AI) and Machine Learning (ML) in HR practices to enhance efficiency, effectiveness, and employee satisfaction in the digital era. AI and ML technologies offer HR departments the opportunity to streamline operations, improve decision-making processes, and enhance employee experiences. By leveraging AI and ML, HR professionals can automate routine tasks such as recruitment, onboarding, training, and performance evaluation, allowing them to focus on more strategic initiatives that drive organizational success. One of the key advantages of integrating AI and ML in HR practices is the ability to personalize employee experiences. These technologies can analyze large volumes of data to identify patterns and trends, enabling HR professionals to tailor programs and policies to meet the unique needs of individual employees. This personalization can lead to higher levels of employee engagement, satisfaction, and retention. Furthermore, AI and ML can help HR departments make more informed decisions by providing data-driven insights. These technologies can analyze employee data to identify areas for improvement, predict future trends, and develop strategies to address challenges proactively. By leveraging these insights, HR professionals can make strategic decisions that align with the organization's goals and objectives. However, integrating AI and ML in HR practices also presents challenges, such as data privacy concerns, ethical considerations, and the need for upskilling HR professionals to use these technologies effectively. Organizations must address these challenges to realize the full potential of AI and ML in HR practices. In conclusion, integrating AI and ML in HR practices offers organizations the opportunity to enhance efficiency, effectiveness, and employee satisfaction in the digital age. By leveraging these technologies, HR departments can streamline operations, personalize employee experiences, and make more informed decisions that drive organizational success. As organizations increasingly turn to digital solutions, the role of artificial intelligence (AI) and machine learning (ML) in Human Resources becomes pivotal. This paper will focus on how AI and ML are being integrated into HR functions such as recruitment, onboarding, and employee engagement. It will also discuss the ethical implications and the challenges of maintaining human touch in an increasingly automated workplace. Case studies of companies leading in digital HR practices will be highlighted to provide real-world insights. Keywords: Digital Force, HR Practices, AI, Machine Learning, Future.",['Machine Learning (ML)'],"The research addresses the evolving role of Human Resources (HR) in response to the demands of a digital workforce, focusing on how HR practices can be enhanced to improve efficiency, effectiveness, and employee satisfaction in the digital era. It highlights the need for HR departments to streamline operations, personalize employee experiences, and make more informed decisions to better support organizational success. The primary aim of the study is to explore the integration of advanced technologies in HR functions such as recruitment, onboarding, training, and performance evaluation, while also examining the ethical considerations and challenges involved in maintaining a human-centered approach within increasingly automated HR environments. The study seeks to provide insights into how these integrations can drive strategic initiatives and improve overall HR outcomes in organizations adapting to digital transformation."
Engineering,AI-Driven Digital Twin Model for Reliable Lithium-Ion Battery Discharge Capacity Predictions,"The present study proposes a novel method for predicting the discharge capabilities of lithium-ion (Li-ion) batteries using a digital twin model in practice. By combining cutting-edge machine learning techniques, such as AdaBoost and long short-term memory (LSTM) network, with a semiempirical mathematical structure, the digital twin (DT)—a virtual representation that mimics the behavior of actual batteries in real time is constructed. Various metaheuristic optimization methods, such as antlion, grey wolf optimization (GWO), and improved grey wolf optimization (IGWO), are used to adjust hyperparameters in order to optimize the models. As indicators of performance, mean absolute error (MAE) and root-mean-square error (RMSE) are applied to the models after they have undergone extensive training and ten-fold cross-validation. The models are rigorously trained and cross-validated using the NASA battery aging dataset, a widely accepted benchmark dataset for battery research. The IGWO-AdaBoost digital twin model emerges as the standout performer, achieving exceptional accuracy in predicting the discharge capacity. This model demonstrates the lowest mean absolute error (MAE) of 0.01, showcasing its superior precision in estimating discharge capabilities. Additionally, the root mean square error (RMSE) for the IGWO-AdaBoost DT model is also the lowest at 0.01. The findings of this study offer insightful information about the potential utilization of the digital twin model to accurately predict the discharge capacity of batteries.","['AdaBoost', 'long short-term memory (LSTM) network', 'antlion optimization', 'grey wolf optimization (GWO)', 'improved grey wolf optimization (IGWO)']","The study addresses the challenge of accurately predicting the discharge capabilities of lithium-ion batteries, which is crucial for enhancing battery performance and reliability in practical applications. Understanding and forecasting battery discharge behavior is essential for optimizing battery usage and extending its lifespan. The primary aim of the study is to develop a method that can precisely estimate the discharge capacity of lithium-ion batteries by constructing a virtual representation that closely mimics the real-time behavior of actual batteries. This approach seeks to provide accurate and reliable predictions of battery discharge performance to support better battery management and utilization."
Engineering,Multi-USV Task Planning Method Based on Improved Deep Reinforcement Learning,"A safe and reliable task planning method is a prerequisite for the collaborative execution of ocean observation data collection tasks by multiple unmanned surface vessels (multi-USVs). Deep Reinforcement Learning (DRL) combines the powerful nonlinear function-fitting capabilities of deep neural networks with the decision-making and control abilities of reinforcement learning, providing a novel approach to solving the multi-USV task planning problem. However, when applied to the field of multi-USV task planning, it faces challenges such as a vast exploration space, extended training times, and unstable training process. To this end, this paper proposes a multi-USV task planning method based on improved deep reinforcement learning. The proposed method draws on the idea of a value decomposition network, breaking down the multi-USV task planning problem into two subproblems: task allocation and autonomous collision avoidance. Different state spaces, action spaces, and reward functions are designed for the various subproblems. Based on this, a deep neural network is used to map the state space of each subproblem to the action space of each USV, and the generated strategy of the deep neural network is assessed based on the corresponding reward function. This successfully integrates task allocation and path planning into a comprehensive task planning framework. Deep neural networks consist of the Actor networks and the Critic networks. During the training phase of the Critic network, different methods are used to train different Critic networks to improve the convergence speed of the algorithm. An improved temporal difference error method is specifically applied to train the Critic network for evaluating autonomous collision avoidance strategies, resulting in improving the autonomous collision avoidance ability of USVs. At the same time, to improve the efficiency of task allocation, hierarchical mechanisms, and regional division mechanisms are introduced to construct sub-system task planning models, which further decompose the task planning problem. A combination of successor features and an improved temporal difference error method is specifically applied to train another Critic network for evaluating the sub-systems task allocation schemes and collaborative motion trajectories, aiming to enhance the allocation efficiency of the sub-systems. Furthermore, transfer learning is employed to merge the sub-system task planning, using it as a constraint to direct the exploration and assessment of both the cluster task allocation schemes and the cluster collaborative motion trajectories. This enables rapid and accurate learning for task allocation within the multi-USV cluster. During the training phase of the Actor network, the introduction of the experience replay method and target network technique is employed to enhance the proximal policy optimization algorithm. This facilitates distributed joint training of the Actor network, thereby improving the accuracy of the algorithm. Simulation results validate the effectiveness and superiority of this method.","['Deep Reinforcement Learning (DRL)', 'deep neural network', 'Actor networks', 'Critic networks', 'successor features', 'transfer learning', 'experience replay method', 'target network technique', 'proximal policy optimization algorithm']","The research addresses the challenge of safely and reliably planning tasks for multiple unmanned surface vessels (multi-USVs) engaged in collaborative ocean observation data collection. It focuses on overcoming difficulties such as vast exploration spaces, extended training times, and instability in the task planning process to ensure effective coordination among the vessels. The primary aim of the study is to develop a comprehensive task planning approach that integrates task allocation and autonomous collision avoidance for multi-USVs. This approach seeks to improve the efficiency and accuracy of task distribution and path planning within multi-USV clusters, ultimately enhancing their collaborative execution capabilities."
Engineering,Automated data processing and feature engineering for deep learning and big data applications: A survey,"Modern approach to artificial intelligence (AI) aims to design algorithms that learn directly from data. This approach has achieved impressive results and has contributed significantly to the progress of AI, particularly in the sphere of supervised deep learning. It has also simplified the design of machine learning systems as the learning process is highly automated. However, not all data processing tasks in conventional deep learning pipelines have been automated. In most cases data has to be manually collected, preprocessed and further extended through data augmentation before they can be effective for training. Recently, special techniques for automating these tasks have emerged. The automation of data processing tasks is driven by the need to utilize large volumes of complex, heterogeneous data for machine learning and big data applications. Today, end-to-end automated data processing systems based on automated machine learning (AutoML) techniques are capable of taking raw data and transforming them into useful features for Big Data tasks by automating all intermediate processing stages. In this work, we present a thorough review of approaches for automating data processing tasks in deep learning pipelines, including automated data preprocessing– e.g., data cleaning, labeling, missing data imputation, and categorical data encoding–as well as data augmentation (including synthetic data generation using generative AI methods) and feature engineering–specifically, automated feature extraction, feature construction and feature selection. In addition to automating specific data processing tasks, we discuss the use of AutoML methods and tools to simultaneously optimize all stages of the machine learning pipeline.","['supervised deep learning', 'automated machine learning (AutoML)', 'synthetic data generation using generative AI methods', 'feature construction', 'feature selection']","The research addresses the challenge of managing and preparing large volumes of complex and heterogeneous data for effective use in advanced data processing tasks. It highlights the need to automate various stages of data handling, such as collection, preprocessing, and augmentation, which are traditionally performed manually and can be time-consuming and labor-intensive. The study is motivated by the importance of streamlining these processes to improve efficiency and effectiveness in handling extensive datasets. The primary objective of the study is to review and evaluate approaches for automating data processing tasks, including data cleaning, labeling, missing data imputation, categorical data encoding, data augmentation, and feature engineering. Additionally, the study aims to explore methods that optimize all stages of the data preparation pipeline to enhance the overall workflow in managing complex data."
